sales_agent,account,deal_stage,engage_at,close_at,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG
Boris Faz,Kinnamplus,Won,2017-09-08,2017-11-25,57.0,2004.0,702.72,1831.0,55,78.0,Medium,20.0,Mature,1,9.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Cassey Cress,Donquadtech,Lost,2017-09-08,2017-11-25,0.0,1992.0,1712.68,3194.0,1096,78.0,Medium,32.0,Established,0,9.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Cecily Lampkin,Scottech,Lost,2017-09-08,2017-11-17,0.0,2012.0,45.39,100.0,55,70.0,Small,12.0,Mature,0,9.0,3.0,Basic,0.6294117647058823,1436.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Corliss Cosme,Bluth Company,Lost,2017-09-08,2017-12-30,0.0,1993.0,1242.32,3027.0,4821,113.0,Medium,31.0,Established,0,9.0,3.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Daniell Hammack,Betasoloin,Lost,2017-09-08,2017-09-19,0.0,1999.0,251.41,495.0,4821,11.0,Small,25.0,Established,0,9.0,3.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Darcel Schlecht,Funholding,Won,2017-09-08,2017-09-10,3346.0,1991.0,2819.5,7227.0,3393,2.0,Large,33.0,Established,1,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Donn Cantrell,Kan-code,Lost,2017-09-08,2017-09-18,0.0,1982.0,11698.03,34288.0,550,10.0,Enterprise,42.0,Established,0,9.0,3.0,Basic,0.5745454545454546,1621.3090909090909,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Donn Cantrell,Kan-code,Lost,2017-09-08,2017-09-22,0.0,1982.0,11698.03,34288.0,550,14.0,Enterprise,42.0,Established,0,9.0,3.0,Basic,0.5745454545454546,1621.3090909090909,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Donn Cantrell,Ontomedia,Lost,2017-09-08,2017-09-16,0.0,1997.0,882.12,2769.0,3393,8.0,Medium,27.0,Established,0,9.0,3.0,Complex,0.5745454545454546,1621.3090909090909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Elease Gluck,Green-Plus,Lost,2017-09-08,2017-11-25,0.0,2003.0,692.19,1922.0,550,78.0,Medium,21.0,Established,0,9.0,3.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
James Ascencio,Newex,Won,2017-09-08,2017-11-04,546.0,1991.0,1012.72,3492.0,550,57.0,Medium,33.0,Established,1,9.0,3.0,Basic,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
Jonathan Berthelot,Bioholding,Lost,2017-09-08,2017-11-04,0.0,2012.0,587.34,1356.0,550,57.0,Medium,12.0,Mature,0,9.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Kami Bicknell,Cheers,Lost,2017-09-08,2017-11-14,0.0,1993.0,4269.9,6472.0,550,67.0,Large,31.0,Established,0,9.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Kami Bicknell,Finjob,Won,2017-09-08,2017-11-24,596.0,1988.0,2059.9,3644.0,550,77.0,Medium,36.0,Established,1,9.0,3.0,Basic,0.5780730897009967,1163.4411764705883,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Sonron,Lost,2017-09-08,2017-12-21,0.0,1999.0,1699.85,5108.0,1096,104.0,Large,25.0,Established,0,9.0,3.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Kary Hendrixson,Fasehatice,Won,2017-09-08,2017-12-08,1171.0,1990.0,4968.91,7523.0,1096,91.0,Large,34.0,Established,1,9.0,3.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Marty Freudenburg,Globex Corporation,Won,2017-09-08,2017-12-03,1021.0,2000.0,1223.72,2497.0,1096,86.0,Medium,24.0,Established,1,9.0,3.0,Intermediate,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Reed Clapper,Kan-code,Lost,2017-09-08,2017-11-17,0.0,1982.0,11698.03,34288.0,3393,70.0,Enterprise,42.0,Established,0,9.0,3.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Rosie Papadopoulos,Donquadtech,Lost,2017-09-08,2017-12-02,0.0,1992.0,1712.68,3194.0,5482,85.0,Medium,32.0,Established,0,9.0,3.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Zane Levy,Fasehatice,Lost,2017-09-08,2017-11-04,0.0,1990.0,4968.91,7523.0,55,57.0,Large,34.0,Established,0,9.0,3.0,Basic,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Zane Levy,Kan-code,Lost,2017-09-08,2017-12-14,0.0,1982.0,11698.03,34288.0,3393,97.0,Enterprise,42.0,Established,0,9.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Boris Faz,Mathtouch,Won,2017-09-09,2017-09-22,4609.0,1984.0,3027.46,9516.0,4821,13.0,Large,40.0,Established,1,9.0,3.0,Complex,0.5906432748538012,1710.0065359477123,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Cassey Cress,Zathunicon,Lost,2017-09-09,2017-11-21,0.0,2010.0,71.12,144.0,1096,73.0,Small,14.0,Mature,0,9.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Cecily Lampkin,Bioholding,Won,2017-09-09,2017-09-22,600.0,2012.0,587.34,1356.0,550,13.0,Medium,12.0,Mature,1,9.0,3.0,Basic,0.6294117647058823,1436.25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Corliss Cosme,Konex,Won,2017-09-09,2017-09-13,5067.0,1980.0,7708.38,13756.0,4821,4.0,Enterprise,44.0,Established,1,9.0,3.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Darcel Schlecht,Scottech,Won,2017-09-09,2017-12-05,5127.0,2012.0,45.39,100.0,4821,87.0,Small,12.0,Mature,1,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Donn Cantrell,Ganjaflex,Won,2017-09-09,2017-12-26,547.0,1995.0,5158.71,17479.0,550,108.0,Enterprise,29.0,Established,1,9.0,3.0,Basic,0.5745454545454546,1621.3090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Garret Kinder,Plussunin,Lost,2017-09-09,2017-09-27,0.0,2003.0,1419.98,4018.0,5482,18.0,Medium,21.0,Established,0,9.0,3.0,Complex,0.6097560975609756,1607.9105691056911,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
James Ascencio,Initech,Engaging,2017-09-09,,,1994.0,6395.05,20275.0,1096,,Enterprise,30.0,Established,0,9.0,3.0,Intermediate,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Kami Bicknell,Faxquote,Lost,2017-09-09,2017-11-30,0.0,1995.0,1825.82,5595.0,3393,82.0,Large,29.0,Established,0,9.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Kami Bicknell,Faxquote,Won,2017-09-09,2017-12-14,582.0,1995.0,1825.82,5595.0,550,96.0,Large,29.0,Established,1,9.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Kami Bicknell,J-Texon,Won,2017-09-09,2017-09-25,1047.0,1989.0,1388.67,3583.0,1096,16.0,Medium,35.0,Established,1,9.0,3.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Lajuana Vencill,Funholding,Lost,2017-09-09,2017-11-21,0.0,1991.0,2819.5,7227.0,55,73.0,Large,33.0,Established,0,9.0,3.0,Basic,0.5,842.5627705627705,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Niesha Huffines,Finhigh,Lost,2017-09-09,2017-11-15,0.0,2006.0,1102.43,1759.0,4821,67.0,Medium,18.0,Mature,0,9.0,3.0,Complex,0.525,1011.2057142857143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Niesha Huffines,Domzoom,Won,2017-09-09,2017-09-24,568.0,1998.0,217.87,551.0,550,15.0,Small,26.0,Established,1,9.0,3.0,Basic,0.525,1011.2057142857143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Niesha Huffines,Inity,Won,2017-09-09,2017-11-27,6255.0,1986.0,2403.58,8801.0,5482,79.0,Large,38.0,Established,1,9.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Reed Clapper,Bubba Gump,Won,2017-09-09,2017-12-03,4647.0,2002.0,987.39,2253.0,4821,85.0,Medium,22.0,Established,1,9.0,3.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Rosie Papadopoulos,Vehement Capital Partners,Won,2017-09-09,2017-11-08,5042.0,1993.0,646.1,883.0,4821,60.0,Small,31.0,Established,1,9.0,3.0,Complex,0.5735294117647058,1902.2231404958677,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Versie Hillebrand,Dontechi,Won,2017-09-09,2017-12-31,57.0,1982.0,4618.0,10083.0,55,113.0,Enterprise,42.0,Established,1,9.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Versie Hillebrand,Rundofase,Won,2017-09-09,2017-12-07,53.0,1983.0,1008.06,1238.0,55,89.0,Medium,41.0,Established,1,9.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Versie Hillebrand,Konmatfix,Won,2017-09-09,2017-12-12,3811.0,1985.0,375.43,1190.0,3393,94.0,Medium,39.0,Established,1,9.0,3.0,Complex,0.6027397260273972,710.9583333333334,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Vicki Laflamme,Hottechi,Won,2017-09-09,2017-12-12,456.0,1997.0,8170.38,16499.0,550,94.0,Enterprise,27.0,Established,1,9.0,3.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
Violet Mclelland,Mathtouch,Lost,2017-09-09,2017-12-19,0.0,1984.0,3027.46,9516.0,4821,101.0,Large,40.0,Established,0,9.0,3.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Cassey Cress,Xx-zobam,Won,2017-09-10,2017-12-05,3371.0,1989.0,3838.39,8274.0,3393,86.0,Large,35.0,Established,1,9.0,3.0,Complex,0.5620689655172414,1726.0114942528735,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Cecily Lampkin,Treequote,Won,2017-09-10,2017-11-29,1151.0,1988.0,5266.09,8595.0,1096,80.0,Large,36.0,Established,1,9.0,3.0,Intermediate,0.6294117647058823,1436.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Cecily Lampkin,Scottech,Won,2017-09-10,2017-12-25,3748.0,2012.0,45.39,100.0,3393,106.0,Small,12.0,Mature,1,9.0,3.0,Complex,0.6294117647058823,1436.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Corliss Cosme,Umbrella Corporation,Won,2017-09-10,2017-09-15,5717.0,1998.0,2022.14,5113.0,5482,5.0,Large,26.0,Established,1,9.0,3.0,Complex,0.5859375,1838.585152838428,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Corliss Cosme,Donquadtech,Won,2017-09-10,2017-09-15,5027.0,1992.0,1712.68,3194.0,4821,5.0,Medium,32.0,Established,1,9.0,3.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Daniell Hammack,Iselectrics,Won,2017-09-10,2017-12-13,1111.0,2011.0,527.11,1428.0,1096,94.0,Medium,13.0,Mature,1,9.0,3.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Darcel Schlecht,Bioholding,Won,2017-09-10,2017-09-17,1159.0,2012.0,587.34,1356.0,1096,7.0,Medium,12.0,Mature,1,9.0,3.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Darcel Schlecht,Rangreen,Won,2017-09-10,2017-11-06,3251.0,1987.0,2938.67,8775.0,3393,57.0,Large,37.0,Established,1,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Garret Kinder,Bubba Gump,Lost,2017-09-10,2017-11-01,0.0,2002.0,987.39,2253.0,5482,52.0,Medium,22.0,Established,0,9.0,3.0,Complex,0.6097560975609756,1607.9105691056911,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Gladys Colclough,Genco Pura Olive Oil Company,Lost,2017-09-10,2017-12-07,0.0,2007.0,894.33,1635.0,3393,88.0,Medium,17.0,Mature,0,9.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Gladys Colclough,Codehow,Won,2017-09-10,2017-12-18,1083.0,1998.0,2714.9,2641.0,1096,99.0,Medium,26.0,Established,1,9.0,3.0,Intermediate,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Gladys Colclough,Bioholding,Won,2017-09-10,2017-11-08,54.0,2012.0,587.34,1356.0,55,59.0,Medium,12.0,Mature,1,9.0,3.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Hayden Neloms,Blackzim,Won,2017-09-10,2017-12-29,3302.0,2009.0,497.11,1588.0,3393,110.0,Medium,15.0,Mature,1,9.0,3.0,Complex,0.6445783132530121,1790.203947368421,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
James Ascencio,Golddex,Won,2017-09-10,2017-11-25,552.0,2008.0,52.5,165.0,550,76.0,Small,16.0,Mature,1,9.0,3.0,Basic,0.6053811659192825,2007.4417475728155,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
James Ascencio,Singletechno,Won,2017-09-10,2017-11-16,468.0,1996.0,2214.94,5374.0,550,67.0,Large,28.0,Established,1,9.0,3.0,Basic,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Jonathan Berthelot,dambase,Lost,2017-09-10,2017-11-17,0.0,1995.0,2173.98,2928.0,550,68.0,Medium,29.0,Established,0,9.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Jonathan Berthelot,Hottechi,Lost,2017-09-10,2017-12-04,0.0,1997.0,8170.38,16499.0,550,85.0,Enterprise,27.0,Established,0,9.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Kami Bicknell,Rantouch,Lost,2017-09-10,2017-09-27,0.0,1994.0,1188.42,3015.0,5482,17.0,Medium,30.0,Established,0,9.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Kami Bicknell,J-Texon,Won,2017-09-10,2017-11-12,4467.0,1989.0,1388.67,3583.0,4821,63.0,Medium,35.0,Established,1,9.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Kary Hendrixson,Cheers,Won,2017-09-10,2017-12-05,538.0,1993.0,4269.9,6472.0,550,86.0,Large,31.0,Established,1,9.0,3.0,Basic,0.5618279569892473,1356.113432835821,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Y-corporation,Won,2017-09-10,2017-12-12,3021.0,1983.0,2871.35,9561.0,3393,93.0,Large,41.0,Established,1,9.0,3.0,Complex,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Lajuana Vencill,Codehow,Won,2017-09-10,2017-11-12,511.0,1998.0,2714.9,2641.0,550,63.0,Medium,26.0,Established,1,9.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Maureen Marcano,Blackzim,Won,2017-09-10,2017-09-21,5832.0,2009.0,497.11,1588.0,5482,11.0,Medium,15.0,Mature,1,9.0,3.0,Complex,0.6506550218340611,1645.0469483568074,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Rosalina Dieter,Bubba Gump,Engaging,2017-09-10,,,2002.0,987.39,2253.0,55,,Medium,22.0,Established,0,9.0,3.0,Basic,0.5714285714285714,2140.0272727272727,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Versie Hillebrand,Inity,Lost,2017-09-10,2017-09-30,0.0,1986.0,2403.58,8801.0,5482,20.0,Large,38.0,Established,0,9.0,3.0,Complex,0.6027397260273972,710.9583333333334,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Versie Hillebrand,Conecom,Lost,2017-09-10,2017-11-24,0.0,2005.0,1520.66,1806.0,3393,75.0,Medium,19.0,Mature,0,9.0,3.0,Complex,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Versie Hillebrand,Warephase,Won,2017-09-10,2017-11-27,50.0,1997.0,2041.73,5276.0,55,78.0,Large,27.0,Established,1,9.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Vicki Laflamme,Scotfind,Lost,2017-09-10,2017-11-24,0.0,1996.0,6354.87,16780.0,3393,75.0,Enterprise,28.0,Established,0,9.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Vicki Laflamme,Plexzap,Won,2017-09-10,2017-11-22,58.0,2001.0,2437.85,4874.0,55,73.0,Medium,23.0,Established,1,9.0,3.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Violet Mclelland,Umbrella Corporation,Lost,2017-09-10,2017-11-24,0.0,1998.0,2022.14,5113.0,550,75.0,Large,26.0,Established,0,9.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Violet Mclelland,Mathtouch,Won,2017-09-10,2017-09-27,66.0,1984.0,3027.46,9516.0,55,17.0,Large,40.0,Established,1,9.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
Anna Snelling,Finhigh,Lost,2017-09-11,2017-09-13,0.0,2006.0,1102.43,1759.0,550,2.0,Medium,18.0,Mature,0,9.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Anna Snelling,Toughzap,Lost,2017-09-11,2017-11-14,0.0,1995.0,332.43,799.0,5482,64.0,Small,29.0,Established,0,9.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Anna Snelling,Cancity,Won,2017-09-11,2017-11-17,44.0,2001.0,718.62,2448.0,55,67.0,Medium,23.0,Established,1,9.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
