sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee,predicted_is_won,predicted_deal_stage
Anna Snelling,Vehement Capital Partners,Prospecting,,1993.0,646.1,883.0,55,47.98539710922366,Small,31.0,Established,,8.0,,Basic,0.5488126649076517,818.6190476190476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.7317100792751983,1.0,Won
Anna Snelling,Zoomit,Prospecting,,1992.0,324.19,978.0,55,47.98539710922366,Small,32.0,Established,,7.0,,Basic,0.5488126649076517,818.6190476190476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.33148261758691205,1.0,Won
Anna Snelling,Betasoloin,Prospecting,,1999.0,251.41,495.0,3393,47.98539710922366,Small,25.0,Established,,7.0,,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.5078989898989898,0.0,Lost
Anna Snelling,Bioplex,Prospecting,,1991.0,326.82,1016.0,3393,47.98539710922366,Medium,33.0,Established,,7.0,,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3216732283464567,1.0,Won
Anna Snelling,Fasehatice,Prospecting,,1990.0,4968.91,7523.0,3393,47.98539710922366,Large,34.0,Established,,7.0,,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.6604958128406221,0.0,Lost
Anna Snelling,Inity,Prospecting,,1986.0,2403.58,8801.0,3393,47.98539710922366,Large,38.0,Established,,8.0,,Complex,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.2731030564708556,1.0,Won
Anna Snelling,Streethex,Prospecting,,1988.0,1376.8,1165.0,3393,47.98539710922366,Medium,36.0,Established,,7.0,,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,False,False,True,1.181802575107296,1.0,Won
Cecily Lampkin,Fasehatice,Prospecting,,1990.0,4968.91,7523.0,550,47.98539710922366,Large,34.0,Established,,7.0,,Basic,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.6604958128406221,1.0,Won
Cecily Lampkin,Sunnamplex,Prospecting,,2008.0,894.37,1593.0,5482,47.98539710922366,Medium,16.0,Mature,,9.0,,Complex,0.6294117647058823,1436.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,True,False,0.5614375392341494,1.0,Won
Cecily Lampkin,Betatech,Prospecting,,1986.0,647.18,1185.0,55,47.98539710922366,Medium,38.0,Established,,8.0,,Basic,0.6294117647058823,1436.25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5461434599156118,1.0,Won
Cecily Lampkin,Conecom,Prospecting,,2005.0,1520.66,1806.0,55,47.98539710922366,Medium,19.0,Mature,,7.0,,Basic,0.6294117647058823,1436.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.8420044296788484,1.0,Won
Cecily Lampkin,Goodsilron,Prospecting,,2000.0,2952.73,5107.0,55,47.98539710922366,Large,24.0,Established,,7.0,,Basic,0.6294117647058823,1436.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5781730957509301,1.0,Won
Cecily Lampkin,Sumace,Prospecting,,2000.0,167.89,493.0,55,47.98539710922366,Small,24.0,Established,,7.0,,Basic,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3405476673427992,1.0,Won
Cecily Lampkin,Singletechno,Prospecting,,1996.0,2214.94,5374.0,3393,47.98539710922366,Large,28.0,Established,,7.0,,Complex,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.41215854112393,1.0,Won
Darcel Schlecht,Donquadtech,Prospecting,,1992.0,1712.68,3194.0,550,47.98539710922366,Medium,32.0,Established,,7.0,,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5362179085785849,1.0,Won
Darcel Schlecht,Kinnamplus,Prospecting,,2004.0,702.72,1831.0,550,47.98539710922366,Medium,20.0,Mature,,7.0,,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.383790278536319,1.0,Won
Darcel Schlecht,Konmatfix,Prospecting,,1985.0,375.43,1190.0,550,47.98539710922366,Medium,39.0,Established,,7.0,,Basic,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3154873949579832,1.0,Won
Darcel Schlecht,Acme Corporation,Prospecting,,1996.0,1100.04,2822.0,1096,47.98539710922366,Medium,28.0,Established,,7.0,,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.3898086463501063,1.0,Won
Darcel Schlecht,Faxquote,Prospecting,,1995.0,1825.82,5595.0,1096,47.98539710922366,Large,29.0,Established,,7.0,,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.32633065236818587,1.0,Won
Darcel Schlecht,Yearin,Prospecting,,2005.0,2261.05,3851.0,1096,47.98539710922366,Medium,19.0,Mature,,7.0,,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.5871332121526877,1.0,Won
Darcel Schlecht,Finjob,Prospecting,,1988.0,2059.9,3644.0,5482,47.98539710922366,Medium,36.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.5652854006586169,1.0,Won
Darcel Schlecht,Green-Plus,Prospecting,,2003.0,692.19,1922.0,5482,47.98539710922366,Medium,21.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.36014047866805415,1.0,Won
Darcel Schlecht,Hatfan,Prospecting,,1982.0,792.46,1299.0,5482,47.98539710922366,Medium,42.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.6100538876058507,1.0,Won
Darcel Schlecht,Zathunicon,Prospecting,,2010.0,71.12,144.0,5482,47.98539710922366,Small,14.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.49388888888888893,1.0,Won
Darcel Schlecht,Bioholding,Prospecting,,2012.0,587.34,1356.0,4821,47.98539710922366,Medium,12.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.433141592920354,1.0,Won
Darcel Schlecht,Blackzim,Prospecting,,2009.0,497.11,1588.0,4821,47.98539710922366,Medium,15.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.31304156171284636,1.0,Won
Darcel Schlecht,Bluth Company,Prospecting,,1993.0,1242.32,3027.0,4821,47.98539710922366,Medium,31.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.410412950115626,1.0,Won
Darcel Schlecht,Condax,Prospecting,,2017.0,4.54,9.0,4821,47.98539710922366,Small,7.0,Young,,8.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5044444444444445,1.0,Won
Darcel Schlecht,Condax,Prospecting,,2017.0,4.54,9.0,4821,47.98539710922366,Small,7.0,Young,,8.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5044444444444445,1.0,Won
Darcel Schlecht,Donquadtech,Prospecting,,1992.0,1712.68,3194.0,4821,47.98539710922366,Medium,32.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5362179085785849,1.0,Won
Darcel Schlecht,Dontechi,Prospecting,,1982.0,4618.0,10083.0,4821,47.98539710922366,Enterprise,42.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.4579986115243479,1.0,Won
Darcel Schlecht,Faxquote,Prospecting,,1995.0,1825.82,5595.0,4821,47.98539710922366,Large,29.0,Established,,9.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.32633065236818587,1.0,Won
Darcel Schlecht,Faxquote,Prospecting,,1995.0,1825.82,5595.0,4821,47.98539710922366,Large,29.0,Established,,9.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.32633065236818587,1.0,Won
Darcel Schlecht,Finjob,Prospecting,,1988.0,2059.9,3644.0,4821,47.98539710922366,Medium,36.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5652854006586169,1.0,Won
Darcel Schlecht,Initech,Prospecting,,1994.0,6395.05,20275.0,4821,47.98539710922366,Enterprise,30.0,Established,,9.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.3154155363748459,1.0,Won
Darcel Schlecht,Inity,Prospecting,,1986.0,2403.58,8801.0,4821,47.98539710922366,Large,38.0,Established,,9.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.2731030564708556,1.0,Won
Darcel Schlecht,Iselectrics,Prospecting,,2011.0,527.11,1428.0,4821,47.98539710922366,Medium,13.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.369124649859944,1.0,Won
Darcel Schlecht,Opentech,Prospecting,,1994.0,355.23,853.0,4821,47.98539710922366,Small,30.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.4164478311840563,1.0,Won
Darcel Schlecht,Plusstrip,Prospecting,,2002.0,349.81,315.0,4821,47.98539710922366,Small,22.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,1.1105079365079364,1.0,Won
Darcel Schlecht,Ron-tech,Prospecting,,1992.0,3922.42,6837.0,4821,47.98539710922366,Large,32.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5737048413046658,1.0,Won
Darcel Schlecht,Ron-tech,Prospecting,,1992.0,3922.42,6837.0,4821,47.98539710922366,Large,32.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5737048413046658,1.0,Won
Darcel Schlecht,Rundofase,Prospecting,,1983.0,1008.06,1238.0,4821,47.98539710922366,Medium,41.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.8142649434571889,0.0,Lost
Darcel Schlecht,Rundofase,Prospecting,,1983.0,1008.06,1238.0,4821,47.98539710922366,Medium,41.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.8142649434571889,0.0,Lost
Darcel Schlecht,Warephase,Prospecting,,1997.0,2041.73,5276.0,4821,47.98539710922366,Large,27.0,Established,,9.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.38698445792266867,1.0,Won
Darcel Schlecht,Xx-zobam,Prospecting,,1989.0,3838.39,8274.0,4821,47.98539710922366,Large,35.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.4639098380468939,1.0,Won
Darcel Schlecht,Yearin,Prospecting,,2005.0,2261.05,3851.0,4821,47.98539710922366,Medium,19.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5871332121526877,1.0,Won
Darcel Schlecht,Zathunicon,Prospecting,,2010.0,71.12,144.0,4821,47.98539710922366,Small,14.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.49388888888888893,1.0,Won
Darcel Schlecht,Zencorporation,Prospecting,,2011.0,40.79,142.0,4821,47.98539710922366,Small,13.0,Mature,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.28725352112676056,1.0,Won
Darcel Schlecht,Zumgoity,Prospecting,,1984.0,441.08,1210.0,4821,47.98539710922366,Medium,40.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.3645289256198347,1.0,Won
Darcel Schlecht,Bubba Gump,Prospecting,,2002.0,987.39,2253.0,3393,47.98539710922366,Medium,22.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.43825565912117176,1.0,Won
Darcel Schlecht,Donquadtech,Prospecting,,1992.0,1712.68,3194.0,3393,47.98539710922366,Medium,32.0,Established,,7.0,,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.5362179085785849,1.0,Won
Gladys Colclough,Hottechi,Prospecting,,1997.0,8170.38,16499.0,550,47.98539710922366,Enterprise,27.0,Established,,7.0,,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.495204557851991,1.0,Won
Gladys Colclough,Iselectrics,Prospecting,,2011.0,527.11,1428.0,1096,47.98539710922366,Medium,13.0,Mature,,8.0,,Intermediate,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.369124649859944,1.0,Won
Gladys Colclough,Plexzap,Prospecting,,2001.0,2437.85,4874.0,1096,47.98539710922366,Medium,23.0,Established,,7.0,,Intermediate,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.5001743947476405,1.0,Won
Gladys Colclough,Kan-code,Prospecting,,1982.0,11698.03,34288.0,5482,47.98539710922366,Enterprise,42.0,Established,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.34116979701353245,1.0,Won
Gladys Colclough,Plussunin,Prospecting,,2003.0,1419.98,4018.0,5482,47.98539710922366,Medium,21.0,Established,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.35340467894474864,1.0,Won
Gladys Colclough,Vehement Capital Partners,Prospecting,,1993.0,646.1,883.0,5482,47.98539710922366,Small,31.0,Established,,8.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.7317100792751983,1.0,Won
Gladys Colclough,Bioholding,Prospecting,,2012.0,587.34,1356.0,4821,47.98539710922366,Medium,12.0,Mature,,9.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.433141592920354,1.0,Won
Gladys Colclough,Genco Pura Olive Oil Company,Prospecting,,2007.0,894.33,1635.0,4821,47.98539710922366,Medium,17.0,Mature,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5469908256880734,1.0,Won
Gladys Colclough,Treequote,Prospecting,,1988.0,5266.09,8595.0,4821,47.98539710922366,Large,36.0,Established,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.6126922629435718,1.0,Won
Gladys Colclough,Codehow,Prospecting,,1998.0,2714.9,2641.0,55,47.98539710922366,Medium,26.0,Established,,7.0,,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,1.027981825066263,0.0,Lost
Gladys Colclough,Plexzap,Prospecting,,2001.0,2437.85,4874.0,55,47.98539710922366,Medium,23.0,Established,,7.0,,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5001743947476405,0.0,Lost
Gladys Colclough,Rundofase,Prospecting,,1983.0,1008.06,1238.0,55,47.98539710922366,Medium,41.0,Established,,8.0,,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.8142649434571889,1.0,Won
Gladys Colclough,The New York Inquirer,Prospecting,,1996.0,439.21,792.0,55,47.98539710922366,Small,28.0,Established,,8.0,,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5545580808080808,1.0,Won
Gladys Colclough,Yearin,Prospecting,,2005.0,2261.05,3851.0,55,47.98539710922366,Medium,19.0,Mature,,7.0,,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5871332121526877,0.0,Lost
Gladys Colclough,Cancity,Prospecting,,2001.0,718.62,2448.0,3393,47.98539710922366,Medium,23.0,Established,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.2935539215686275,0.0,Lost
Gladys Colclough,Plusstrip,Prospecting,,2002.0,349.81,315.0,3393,47.98539710922366,Small,22.0,Established,,8.0,,Complex,0.5152671755725191,1489.9741379310344,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,1.1105079365079364,1.0,Won
Gladys Colclough,Ron-tech,Prospecting,,1992.0,3922.42,6837.0,3393,47.98539710922366,Large,32.0,Established,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.5737048413046658,1.0,Won
Gladys Colclough,Xx-zobam,Prospecting,,1989.0,3838.39,8274.0,3393,47.98539710922366,Large,35.0,Established,,7.0,,Complex,0.5152671755725191,1489.9741379310344,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.4639098380468939,1.0,Won
Jonathan Berthelot,Bluth Company,Prospecting,,1993.0,1242.32,3027.0,550,47.98539710922366,Medium,31.0,Established,,7.0,,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.410412950115626,1.0,Won
Jonathan Berthelot,Conecom,Prospecting,,2005.0,1520.66,1806.0,550,47.98539710922366,Medium,19.0,Mature,,7.0,,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.8420044296788484,1.0,Won
Jonathan Berthelot,Dontechi,Prospecting,,1982.0,4618.0,10083.0,550,47.98539710922366,Enterprise,42.0,Established,,7.0,,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.4579986115243479,1.0,Won
Jonathan Berthelot,Gogozoom,Prospecting,,2007.0,86.68,187.0,550,47.98539710922366,Small,17.0,Mature,,7.0,,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.4635294117647059,1.0,Won
Jonathan Berthelot,Groovestreet,Prospecting,,2003.0,223.8,299.0,550,47.98539710922366,Small,21.0,Established,,7.0,,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.748494983277592,1.0,Won
Jonathan Berthelot,Lexiqvolax,Prospecting,,2004.0,1618.89,3889.0,550,47.98539710922366,Medium,20.0,Mature,,7.0,,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.41627410645410134,1.0,Won
